schoolnr,from,to,connected,from_id,to_id,dyad_id,sex_from,sex_to,sex_similarity
12b,19,12,0,12b_12,12b_19,12b_12_19,0,0,1
12b,20,12,0,12b_12,12b_20,12b_12_20,0,0,1
12b,21,12,0,12b_12,12b_21,12b_12_21,0,0,1
12b,22,12,0,12b_12,12b_22,12b_12_22,0,0,1
12b,23,12,0,12b_12,12b_23,12b_12_23,1,0,0
12b,24,12,0,12b_12,12b_24,12b_12_24,0,0,1
12b,25,12,0,12b_12,12b_25,12b_12_25,1,0,0
12b,26,12,0,12b_12,12b_26,12b_12_26,1,0,0
12b,1,13,0,12b_13,12b_1,12b_1_13,0,1,0
12b,2,13,0,12b_13,12b_2,12b_2_13,0,1,0
12b,3,13,0,12b_13,12b_3,12b_3_13,0,1,0
12b,4,13,0,12b_13,12b_4,12b_4_13,1,1,1
12b,5,13,0,12b_13,12b_5,12b_5_13,1,1,1
12b,6,13,0,12b_13,12b_6,12b_6_13,0,1,0
12b,7,13,0,12b_13,12b_7,12b_7_13,0,1,0
12b,8,13,0,12b_13,12b_8,12b_8_13,0,1,0
12b,9,13,0,12b_13,12b_9,12b_9_13,0,1,0
12b,10,13,0,12b_13,12b_10,12b_10_13,0,1,0
12b,11,13,0,12b_13,12b_11,12b_11_13,0,1,0
12b,12,13,0,12b_13,12b_12,12b_12_13,0,1,0
12b,14,13,0,12b_13,12b_14,12b_13_14,1,1,1
12b,15,13,0,12b_13,12b_15,12b_13_15,0,1,0
12b,16,13,0,12b_13,12b_16,12b_13_16,1,1,1
12b,17,13,0,12b_13,12b_17,12b_13_17,0,1,0
12b,18,13,0,12b_13,12b_18,12b_13_18,1,1,1
12b,19,13,0,12b_13,12b_19,12b_13_19,0,1,0
12b,20,13,0,12b_13,12b_20,12b_13_20,0,1,0
12b,21,13,0,12b_13,12b_21,12b_13_21,0,1,0
12b,22,13,0,12b_13,12b_22,12b_13_22,0,1,0
12b,23,13,0,12b_13,12b_23,12b_13_23,1,1,1
12b,24,13,0,12b_13,12b_24,12b_13_24,0,1,0
12b,25,13,0,12b_13,12b_25,12b_13_25,1,1,1
12b,1,14,0,12b_14,12b_1,12b_1_14,0,1,0
12b,2,14,0,12b_14,12b_2,12b_2_14,0,1,0
12b,3,14,0,12b_14,12b_3,12b_3_14,0,1,0
12b,4,14,0,12b_14,12b_4,12b_4_14,1,1,1
12b,6,14,0,12b_14,12b_6,12b_6_14,0,1,0
12b,7,14,0,12b_14,12b_7,12b_7_14,0,1,0
12b,8,14,0,12b_14,12b_8,12b_8_14,0,1,0
12b,9,14,0,12b_14,12b_9,12b_9_14,0,1,0
12b,10,14,0,12b_14,12b_10,12b_10_14,0,1,0
12b,11,14,0,12b_14,12b_11,12b_11_14,0,1,0
12b,12,14,0,12b_14,12b_12,12b_12_14,0,1,0
12b,13,14,0,12b_14,12b_13,12b_13_14,1,1,1
12b,15,14,0,12b_14,12b_15,12b_14_15,0,1,0
12b,16,14,0,12b_14,12b_16,12b_14_16,1,1,1
12b,17,14,0,12b_14,12b_17,12b_14_17,0,1,0
12b,18,14,0,12b_14,12b_18,12b_14_18,1,1,1
12b,19,14,0,12b_14,12b_19,12b_14_19,0,1,0
12b,20,14,0,12b_14,12b_20,12b_14_20,0,1,0
12b,21,14,0,12b_14,12b_21,12b_14_21,0,1,0
12b,22,14,0,12b_14,12b_22,12b_14_22,0,1,0
12b,23,14,0,12b_14,12b_23,12b_14_23,1,1,1
12b,24,14,0,12b_14,12b_24,12b_14_24,0,1,0
12b,26,14,0,12b_14,12b_26,12b_14_26,1,1,1
12b,1,15,0,12b_15,12b_1,12b_1_15,0,0,1
12b,2,15,0,12b_15,12b_2,12b_2_15,0,0,1
12b,3,15,0,12b_15,12b_3,12b_3_15,0,0,1
12b,4,15,0,12b_15,12b_4,12b_4_15,1,0,0
12b,5,15,0,12b_15,12b_5,12b_5_15,1,0,0
12b,7,15,0,12b_15,12b_7,12b_7_15,0,0,1
12b,8,15,0,12b_15,12b_8,12b_8_15,0,0,1
12b,10,15,0,12b_15,12b_10,12b_10_15,0,0,1
12b,11,15,0,12b_15,12b_11,12b_11_15,0,0,1
12b,12,15,0,12b_15,12b_12,12b_12_15,0,0,1
12b,13,15,0,12b_15,12b_13,12b_13_15,1,0,0
12b,14,15,0,12b_15,12b_14,12b_14_15,1,0,0
12b,16,15,0,12b_15,12b_16,12b_15_16,1,0,0
12b,17,15,0,12b_15,12b_17,12b_15_17,0,0,1
12b,18,15,0,12b_15,12b_18,12b_15_18,1,0,0
12b,19,15,0,12b_15,12b_19,12b_15_19,0,0,1
12b,20,15,0,12b_15,12b_20,12b_15_20,0,0,1
12b,21,15,0,12b_15,12b_21,12b_15_21,0,0,1
12b,22,15,0,12b_15,12b_22,12b_15_22,0,0,1
12b,23,15,0,12b_15,12b_23,12b_15_23,1,0,0
12b,24,15,0,12b_15,12b_24,12b_15_24,0,0,1
12b,25,15,0,12b_15,12b_25,12b_15_25,1,0,0
12b,26,15,0,12b_15,12b_26,12b_15_26,1,0,0
12b,1,16,0,12b_16,12b_1,12b_1_16,0,1,0
12b,2,16,0,12b_16,12b_2,12b_2_16,0,1,0
12b,3,16,0,12b_16,12b_3,12b_3_16,0,1,0
12b,4,16,0,12b_16,12b_4,12b_4_16,1,1,1
12b,6,16,0,12b_16,12b_6,12b_6_16,0,1,0
12b,7,16,0,12b_16,12b_7,12b_7_16,0,1,0
12b,8,16,0,12b_16,12b_8,12b_8_16,0,1,0
12b,9,16,0,12b_16,12b_9,12b_9_16,0,1,0
12b,10,16,0,12b_16,12b_10,12b_10_16,0,1,0
12b,11,16,0,12b_16,12b_11,12b_11_16,0,1,0
12b,12,16,0,12b_16,12b_12,12b_12_16,0,1,0
12b,13,16,0,12b_16,12b_13,12b_13_16,1,1,1
12b,14,16,0,12b_16,12b_14,12b_14_16,1,1,1
12b,15,16,0,12b_16,12b_15,12b_15_16,0,1,0
12b,17,16,0,12b_16,12b_17,12b_16_17,0,1,0
12b,18,16,0,12b_16,12b_18,12b_16_18,1,1,1
12b,19,16,0,12b_16,12b_19,12b_16_19,0,1,0
12b,20,16,0,12b_16,12b_20,12b_16_20,0,1,0
12b,21,16,0,12b_16,12b_21,12b_16_21,0,1,0
12b,22,16,0,12b_16,12b_22,12b_16_22,0,1,0
12b,23,16,0,12b_16,12b_23,12b_16_23,1,1,1
12b,24,16,0,12b_16,12b_24,12b_16_24,0,1,0
12b,26,16,0,12b_16,12b_26,12b_16_26,1,1,1
12b,1,17,0,12b_17,12b_1,12b_1_17,0,0,1
12b,2,17,0,12b_17,12b_2,12b_2_17,0,0,1
12b,3,17,0,12b_17,12b_3,12b_3_17,0,0,1
12b,4,17,0,12b_17,12b_4,12b_4_17,1,0,0
12b,5,17,0,12b_17,12b_5,12b_5_17,1,0,0
12b,6,17,0,12b_17,12b_6,12b_6_17,0,0,1
12b,7,17,0,12b_17,12b_7,12b_7_17,0,0,1
12b,8,17,0,12b_17,12b_8,12b_8_17,0,0,1
12b,9,17,0,12b_17,12b_9,12b_9_17,0,0,1
12b,10,17,0,12b_17,12b_10,12b_10_17,0,0,1
12b,12,17,0,12b_17,12b_12,12b_12_17,0,0,1
12b,13,17,0,12b_17,12b_13,12b_13_17,1,0,0
12b,14,17,0,12b_17,12b_14,12b_14_17,1,0,0
12b,15,17,0,12b_17,12b_15,12b_15_17,0,0,1
12b,16,17,0,12b_17,12b_16,12b_16_17,1,0,0
12b,18,17,0,12b_17,12b_18,12b_17_18,1,0,0
12b,19,17,0,12b_17,12b_19,12b_17_19,0,0,1
12b,20,17,0,12b_17,12b_20,12b_17_20,0,0,1
12b,21,17,0,12b_17,12b_21,12b_17_21,0,0,1
12b,23,17,0,12b_17,12b_23,12b_17_23,1,0,0
12b,24,17,0,12b_17,12b_24,12b_17_24,0,0,1
12b,25,17,0,12b_17,12b_25,12b_17_25,1,0,0
12b,26,17,0,12b_17,12b_26,12b_17_26,1,0,0
12b,1,18,0,12b_18,12b_1,12b_1_18,0,1,0
12b,2,18,0,12b_18,12b_2,12b_2_18,0,1,0
12b,3,18,0,12b_18,12b_3,12b_3_18,0,1,0
12b,5,18,0,12b_18,12b_5,12b_5_18,1,1,1
12b,6,18,0,12b_18,12b_6,12b_6_18,0,1,0
12b,7,18,0,12b_18,12b_7,12b_7_18,0,1,0
12b,8,18,0,12b_18,12b_8,12b_8_18,0,1,0
12b,9,18,0,12b_18,12b_9,12b_9_18,0,1,0
12b,10,18,0,12b_18,12b_10,12b_10_18,0,1,0
12b,11,18,0,12b_18,12b_11,12b_11_18,0,1,0
12b,12,18,0,12b_18,12b_12,12b_12_18,0,1,0
12b,13,18,0,12b_18,12b_13,12b_13_18,1,1,1
12b,15,18,0,12b_18,12b_15,12b_15_18,0,1,0
12b,16,18,0,12b_18,12b_16,12b_16_18,1,1,1
12b,17,18,0,12b_18,12b_17,12b_17_18,0,1,0
12b,19,18,0,12b_18,12b_19,12b_18_19,0,1,0
12b,20,18,0,12b_18,12b_20,12b_18_20,0,1,0
12b,21,18,0,12b_18,12b_21,12b_18_21,0,1,0
12b,22,18,0,12b_18,12b_22,12b_18_22,0,1,0
12b,23,18,0,12b_18,12b_23,12b_18_23,1,1,1
12b,24,18,0,12b_18,12b_24,12b_18_24,0,1,0
12b,25,18,0,12b_18,12b_25,12b_18_25,1,1,1
12b,26,18,0,12b_18,12b_26,12b_18_26,1,1,1
12b,1,19,0,12b_19,12b_1,12b_1_19,0,0,1
12b,2,19,0,12b_19,12b_2,12b_2_19,0,0,1
12b,3,19,0,12b_19,12b_3,12b_3_19,0,0,1
12b,4,19,0,12b_19,12b_4,12b_4_19,1,0,0
12b,5,19,0,12b_19,12b_5,12b_5_19,1,0,0
12b,6,19,0,12b_19,12b_6,12b_6_19,0,0,1
12b,7,19,0,12b_19,12b_7,12b_7_19,0,0,1
12b,8,19,0,12b_19,12b_8,12b_8_19,0,0,1
12b,9,19,0,12b_19,12b_9,12b_9_19,0,0,1
12b,10,19,0,12b_19,12b_10,12b_10_19,0,0,1
12b,11,19,0,12b_19,12b_11,12b_11_19,0,0,1
12b,12,19,0,12b_19,12b_12,12b_12_19,0,0,1
12b,13,19,0,12b_19,12b_13,12b_13_19,1,0,0
12b,14,19,0,12b_19,12b_14,12b_14_19,1,0,0
12b,15,19,0,12b_19,12b_15,12b_15_19,0,0,1
12b,16,19,0,12b_19,12b_16,12b_16_19,1,0,0
12b,17,19,0,12b_19,12b_17,12b_17_19,0,0,1
12b,18,19,0,12b_19,12b_18,12b_18_19,1,0,0
12b,21,19,0,12b_19,12b_21,12b_19_21,0,0,1
12b,23,19,0,12b_19,12b_23,12b_19_23,1,0,0
12b,24,19,0,12b_19,12b_24,12b_19_24,0,0,1
12b,25,19,0,12b_19,12b_25,12b_19_25,1,0,0
12b,26,19,0,12b_19,12b_26,12b_19_26,1,0,0
12b,1,20,0,12b_20,12b_1,12b_1_20,0,0,1
12b,2,20,0,12b_20,12b_2,12b_2_20,0,0,1
12b,3,20,0,12b_20,12b_3,12b_3_20,0,0,1
12b,4,20,0,12b_20,12b_4,12b_4_20,1,0,0
12b,5,20,0,12b_20,12b_5,12b_5_20,1,0,0
12b,6,20,0,12b_20,12b_6,12b_6_20,0,0,1
12b,7,20,0,12b_20,12b_7,12b_7_20,0,0,1
12b,8,20,0,12b_20,12b_8,12b_8_20,0,0,1
12b,9,20,0,12b_20,12b_9,12b_9_20,0,0,1
12b,10,20,0,12b_20,12b_10,12b_10_20,0,0,1
12b,11,20,0,12b_20,12b_11,12b_11_20,0,0,1
12b,12,20,0,12b_20,12b_12,12b_12_20,0,0,1
12b,13,20,0,12b_20,12b_13,12b_13_20,1,0,0
12b,14,20,0,12b_20,12b_14,12b_14_20,1,0,0
12b,15,20,0,12b_20,12b_15,12b_15_20,0,0,1
12b,16,20,0,12b_20,12b_16,12b_16_20,1,0,0
12b,17,20,0,12b_20,12b_17,12b_17_20,0,0,1
12b,18,20,0,12b_20,12b_18,12b_18_20,1,0,0
12b,21,20,0,12b_20,12b_21,12b_20_21,0,0,1
12b,22,20,0,12b_20,12b_22,12b_20_22,0,0,1
12b,23,20,0,12b_20,12b_23,12b_20_23,1,0,0
12b,24,20,0,12b_20,12b_24,12b_20_24,0,0,1
12b,25,20,0,12b_20,12b_25,12b_20_25,1,0,0
12b,26,20,0,12b_20,12b_26,12b_20_26,1,0,0
12b,1,21,0,12b_21,12b_1,12b_1_21,0,0,1
12b,2,21,0,12b_21,12b_2,12b_2_21,0,0,1
12b,3,21,0,12b_21,12b_3,12b_3_21,0,0,1
12b,4,21,0,12b_21,12b_4,12b_4_21,1,0,0
12b,5,21,0,12b_21,12b_5,12b_5_21,1,0,0
12b,6,21,0,12b_21,12b_6,12b_6_21,0,0,1
12b,7,21,0,12b_21,12b_7,12b_7_21,0,0,1
12b,8,21,0,12b_21,12b_8,12b_8_21,0,0,1
12b,9,21,0,12b_21,12b_9,12b_9_21,0,0,1
12b,10,21,0,12b_21,12b_10,12b_10_21,0,0,1
12b,12,21,0,12b_21,12b_12,12b_12_21,0,0,1
12b,13,21,0,12b_21,12b_13,12b_13_21,1,0,0
12b,14,21,0,12b_21,12b_14,12b_14_21,1,0,0
12b,15,21,0,12b_21,12b_15,12b_15_21,0,0,1
12b,16,21,0,12b_21,12b_16,12b_16_21,1,0,0
12b,17,21,0,12b_21,12b_17,12b_17_21,0,0,1
12b,18,21,0,12b_21,12b_18,12b_18_21,1,0,0
12b,19,21,0,12b_21,12b_19,12b_19_21,0,0,1
12b,20,21,0,12b_21,12b_20,12b_20_21,0,0,1
12b,22,21,0,12b_21,12b_22,12b_21_22,0,0,1
12b,23,21,0,12b_21,12b_23,12b_21_23,1,0,0
12b,24,21,0,12b_21,12b_24,12b_21_24,0,0,1
12b,25,21,0,12b_21,12b_25,12b_21_25,1,0,0
12b,26,21,0,12b_21,12b_26,12b_21_26,1,0,0
12b,1,22,0,12b_22,12b_1,12b_1_22,0,0,1
12b,2,22,0,12b_22,12b_2,12b_2_22,0,0,1
12b,3,22,0,12b_22,12b_3,12b_3_22,0,0,1
12b,4,22,0,12b_22,12b_4,12b_4_22,1,0,0
12b,5,22,0,12b_22,12b_5,12b_5_22,1,0,0
12b,6,22,0,12b_22,12b_6,12b_6_22,0,0,1
12b,7,22,0,12b_22,12b_7,12b_7_22,0,0,1
12b,8,22,0,12b_22,12b_8,12b_8_22,0,0,1
12b,9,22,0,12b_22,12b_9,12b_9_22,0,0,1
12b,10,22,0,12b_22,12b_10,12b_10_22,0,0,1
12b,11,22,0,12b_22,12b_11,12b_11_22,0,0,1
12b,12,22,0,12b_22,12b_12,12b_12_22,0,0,1
12b,13,22,0,12b_22,12b_13,12b_13_22,1,0,0
12b,14,22,0,12b_22,12b_14,12b_14_22,1,0,0
12b,15,22,0,12b_22,12b_15,12b_15_22,0,0,1
12b,16,22,0,12b_22,12b_16,12b_16_22,1,0,0
12b,18,22,0,12b_22,12b_18,12b_18_22,1,0,0
12b,21,22,0,12b_22,12b_21,12b_21_22,0,0,1
12b,23,22,0,12b_22,12b_23,12b_22_23,1,0,0
12b,24,22,0,12b_22,12b_24,12b_22_24,0,0,1
12b,25,22,0,12b_22,12b_25,12b_22_25,1,0,0
12b,26,22,0,12b_22,12b_26,12b_22_26,1,0,0
12b,1,23,0,12b_23,12b_1,12b_1_23,0,1,0
12b,2,23,0,12b_23,12b_2,12b_2_23,0,1,0
12b,3,23,0,12b_23,12b_3,12b_3_23,0,1,0
12b,5,23,0,12b_23,12b_5,12b_5_23,1,1,1
12b,6,23,0,12b_23,12b_6,12b_6_23,0,1,0
12b,7,23,0,12b_23,12b_7,12b_7_23,0,1,0
12b,8,23,0,12b_23,12b_8,12b_8_23,0,1,0
12b,9,23,0,12b_23,12b_9,12b_9_23,0,1,0
12b,10,23,0,12b_23,12b_10,12b_10_23,0,1,0
12b,11,23,0,12b_23,12b_11,12b_11_23,0,1,0
12b,12,23,0,12b_23,12b_12,12b_12_23,0,1,0
12b,13,23,0,12b_23,12b_13,12b_13_23,1,1,1
12b,15,23,0,12b_23,12b_15,12b_15_23,0,1,0
12b,16,23,0,12b_23,12b_16,12b_16_23,1,1,1
12b,17,23,0,12b_23,12b_17,12b_17_23,0,1,0
12b,19,23,0,12b_23,12b_19,12b_19_23,0,1,0
12b,20,23,0,12b_23,12b_20,12b_20_23,0,1,0
12b,21,23,0,12b_23,12b_21,12b_21_23,0,1,0
12b,22,23,0,12b_23,12b_22,12b_22_23,0,1,0
12b,24,23,0,12b_23,12b_24,12b_23_24,0,1,0
12b,25,23,0,12b_23,12b_25,12b_23_25,1,1,1
12b,26,23,0,12b_23,12b_26,12b_23_26,1,1,1
12b,1,24,0,12b_24,12b_1,12b_1_24,0,0,1
12b,2,24,0,12b_24,12b_2,12b_2_24,0,0,1
12b,3,24,0,12b_24,12b_3,12b_3_24,0,0,1
12b,4,24,0,12b_24,12b_4,12b_4_24,1,0,0
12b,5,24,0,12b_24,12b_5,12b_5_24,1,0,0
12b,6,24,0,12b_24,12b_6,12b_6_24,0,0,1
12b,7,24,0,12b_24,12b_7,12b_7_24,0,0,1
12b,8,24,0,12b_24,12b_8,12b_8_24,0,0,1
12b,10,24,0,12b_24,12b_10,12b_10_24,0,0,1
12b,11,24,0,12b_24,12b_11,12b_11_24,0,0,1
12b,12,24,0,12b_24,12b_12,12b_12_24,0,0,1
12b,13,24,0,12b_24,12b_13,12b_13_24,1,0,0
12b,14,24,0,12b_24,12b_14,12b_14_24,1,0,0
12b,15,24,0,12b_24,12b_15,12b_15_24,0,0,1
12b,16,24,0,12b_24,12b_16,12b_16_24,1,0,0
12b,17,24,0,12b_24,12b_17,12b_17_24,0,0,1
12b,18,24,0,12b_24,12b_18,12b_18_24,1,0,0
12b,19,24,0,12b_24,12b_19,12b_19_24,0,0,1
12b,20,24,0,12b_24,12b_20,12b_20_24,0,0,1
12b,21,24,0,12b_24,12b_21,12b_21_24,0,0,1
12b,22,24,0,12b_24,12b_22,12b_22_24,0,0,1
12b,23,24,0,12b_24,12b_23,12b_23_24,1,0,0
12b,25,24,0,12b_24,12b_25,12b_24_25,1,0,0
12b,26,24,0,12b_24,12b_26,12b_24_26,1,0,0
12b,1,25,0,12b_25,12b_1,12b_1_25,0,1,0
12b,2,25,0,12b_25,12b_2,12b_2_25,0,1,0
12b,3,25,0,12b_25,12b_3,12b_3_25,0,1,0
12b,4,25,0,12b_25,12b_4,12b_4_25,1,1,1
12b,5,25,0,12b_25,12b_5,12b_5_25,1,1,1
12b,6,25,0,12b_25,12b_6,12b_6_25,0,1,0
12b,7,25,0,12b_25,12b_7,12b_7_25,0,1,0
12b,8,25,0,12b_25,12b_8,12b_8_25,0,1,0
12b,9,25,0,12b_25,12b_9,12b_9_25,0,1,0
12b,10,25,0,12b_25,12b_10,12b_10_25,0,1,0
12b,11,25,0,12b_25,12b_11,12b_11_25,0,1,0
12b,12,25,0,12b_25,12b_12,12b_12_25,0,1,0
12b,13,25,0,12b_25,12b_13,12b_13_25,1,1,1
12b,14,25,0,12b_25,12b_14,12b_14_25,1,1,1
12b,15,25,0,12b_25,12b_15,12b_15_25,0,1,0
12b,17,25,0,12b_25,12b_17,12b_17_25,0,1,0
12b,18,25,0,12b_25,12b_18,12b_18_25,1,1,1
12b,19,25,0,12b_25,12b_19,12b_19_25,0,1,0
12b,20,25,0,12b_25,12b_20,12b_20_25,0,1,0
12b,21,25,0,12b_25,12b_21,12b_21_25,0,1,0
12b,22,25,0,12b_25,12b_22,12b_22_25,0,1,0
12b,23,25,0,12b_25,12b_23,12b_23_25,1,1,1
12b,24,25,0,12b_25,12b_24,12b_24_25,0,1,0
12b,26,25,0,12b_25,12b_26,12b_25_26,1,1,1
12b,1,26,0,12b_26,12b_1,12b_1_26,0,1,0
12b,2,26,0,12b_26,12b_2,12b_2_26,0,1,0
12b,3,26,0,12b_26,12b_3,12b_3_26,0,1,0
12b,4,26,0,12b_26,12b_4,12b_4_26,1,1,1
12b,5,26,0,12b_26,12b_5,12b_5_26,1,1,1
12b,6,26,0,12b_26,12b_6,12b_6_26,0,1,0
12b,7,26,0,12b_26,12b_7,12b_7_26,0,1,0
12b,8,26,0,12b_26,12b_8,12b_8_26,0,1,0
12b,9,26,0,12b_26,12b_9,12b_9_26,0,1,0
12b,10,26,0,12b_26,12b_10,12b_10_26,0,1,0
12b,11,26,0,12b_26,12b_11,12b_11_26,0,1,0
12b,12,26,0,12b_26,12b_12,12b_12_26,0,1,0
12b,14,26,0,12b_26,12b_14,12b_14_26,1,1,1
12b,15,26,0,12b_26,12b_15,12b_15_26,0,1,0
12b,16,26,0,12b_26,12b_16,12b_16_26,1,1,1
12b,17,26,0,12b_26,12b_17,12b_17_26,0,1,0
12b,18,26,0,12b_26,12b_18,12b_18_26,1,1,1
12b,19,26,0,12b_26,12b_19,12b_19_26,0,1,0
12b,20,26,0,12b_26,12b_20,12b_20_26,0,1,0
12b,21,26,0,12b_26,12b_21,12b_21_26,0,1,0
12b,22,26,0,12b_26,12b_22,12b_22_26,0,1,0
12b,23,26,0,12b_26,12b_23,12b_23_26,1,1,1
12b,24,26,0,12b_26,12b_24,12b_24_26,0,1,0
12b,25,26,0,12b_26,12b_25,12b_25_26,1,1,1
